text,label
selling of marijana,Drug Trafficking
charged with transport of methamphetamine,Drug Trafficking
indicted for illegally smuggling illegal substance to sell on market,Drug Trafficking
found with fentanyl for sale,Drug Trafficking
having cocaine for sale,Drug Trafficking
arrested for controlled substance dealing,Drug Trafficking
charged with illegally smuggling narcotic drug to sell on market,Drug Trafficking
selling of cannabis,Drug Trafficking
distributing drugs,Drug Trafficking
trafficking methamphetamine,Drug Trafficking
selling cannabis by the library,Drug Trafficking
delivery of cocaine,Drug Trafficking
charged with manufacturing meth,Drug Trafficking
possession of controlled substanc with intent,Drug Trafficking
selling of crack cocaine,Drug Trafficking
under suspicion of making drugs for sale,Drug Trafficking
under suspicion of transport of marijuana,Drug Trafficking
found with cocaine with purpose to distribute,Drug Trafficking
carrying meth for sale at a intersection,Drug Trafficking
delivery of drug,Drug Trafficking
trafficking controlled substance,Drug Trafficking
marijana for sale,Drug Trafficking
using drugs with purpose to distribute,Drug Trafficking
transport drug intent to traffic,Drug Trafficking
owning opioid with purpose to deal,Drug Trafficking
carrying cannabis for sale,Drug Trafficking
indicted for dealing in opioid,Drug Trafficking
delivery of crack cocaine,Drug Trafficking
in possession of controlled substance for sale,Drug Trafficking
selling of cocaine,Drug Trafficking
accused of illegally smuggling crack cocaine to sell on market,Drug Trafficking
indicted for illegally smuggling heroin to sell on market,Drug Trafficking
possess methamphetamine intention to deal,Drug Trafficking
distribution of cannabis,Drug Trafficking
possess heroin intention to distribute,Drug Trafficking
marijuana for sale,Drug Trafficking
delivery of methamphetamine,Drug Trafficking
planning to sell narcotic drug for profit,Drug Trafficking
under suspicion of manufacturing drug,Drug Trafficking
distribution of controlled substanc,Drug Trafficking
under suspicion of having cannabis for sale,Drug Trafficking
arrested for marijana dealing,Drug Trafficking
possession of crack cocaine with intent to distribute,Drug Trafficking
possess marijuana intention to trade,Drug Trafficking
selling of heroin,Drug Trafficking
distributing drugs,Drug Trafficking
meth for delivery,Drug Trafficking
under suspicion of marijuana dealing,Drug Trafficking
transport cocaine intent to distribute,Drug Trafficking
possession of drugs with intent,Drug Trafficking
selling of methamphetamine,Drug Trafficking
possession of narcotic drug with intent to trade,Drug Trafficking
possessing cannabis for sale,Drug Trafficking
possession of cannabis with intent,Drug Trafficking
possessing controlled substanc with purpose to deliver,Drug Trafficking
transporting marijana,Drug Trafficking
possess cocaine intention to deliver,Drug Trafficking
planning to sell crack cocaine for profit,Drug Trafficking
carrying cannabis with intention to trade,Drug Trafficking
narcotic drug for sale,Drug Trafficking
distributing meth,Drug Trafficking
transporting fentanyl,Drug Trafficking
controlled substanc for sale,Drug Trafficking
indicted for illegally smuggling cocaine to sell on market,Drug Trafficking
distributing marijuana,Drug Trafficking
selling of drugs,Drug Trafficking
carrying methamphetamine with intention to distribute,Drug Trafficking
having drug for sale,Drug Trafficking
distributing meth,Drug Trafficking
possession of crack cocaine with intent,Drug Trafficking
illegal substance for sale,Drug Trafficking
in possession of narcotic drug with purpose to deliver,Drug Trafficking
arrested for making marihuana for sale,Drug Trafficking
owning cannabis for sale,Drug Trafficking
distribution of cannabis,Drug Trafficking
transport drug intent to distribute,Drug Trafficking
arrested for using fentanyl for sale,Drug Trafficking
charged with using marijuana for sale,Drug Trafficking
under suspicion of manufacturing marihuana,Drug Trafficking
possess crack cocaine intention to sell,Drug Trafficking
using controlled substanc for sale,Drug Trafficking
planning to sell heroin for profit,Drug Trafficking
indicted for manufacturing controlled substanc,Drug Trafficking
delivery of fentanyl,Drug Trafficking
arrested for dealing in marijuana,Drug Trafficking
distributing fentanyl,Drug Trafficking
charged with making marijana for sale,Drug Trafficking
opioid for delivery,Drug Trafficking
possession of marihuana with intent,Drug Trafficking
possession of controlled substance with intent,Drug Trafficking
under suspicion of transport of heroin,Drug Trafficking
transporting heroin,Drug Trafficking
possession of marijuana with intent to deal,Drug Trafficking
trafficking meth,Drug Trafficking
drug for delivery,Drug Trafficking
transport illegal substance intent to deal,Drug Trafficking
accused of marijuana dealing,Drug Trafficking
under suspicion of manufacturing opioid,Drug Trafficking
accused of dealing in marijana,Drug Trafficking
carrying controlled substance with intention to sell,Drug Trafficking
under suspicion of drug trafficking,Drug Trafficking
trafficking meth,Drug Trafficking
transport marihuana intent to traffic,Drug Trafficking
carrying controlled substance with intention to traffic,Drug Trafficking
trafficking drugs,Drug Trafficking
possessing crack cocaine for sale,Drug Trafficking
accused of transport of fentanyl,Drug Trafficking
transporting cannabis,Drug Trafficking
transport methamphetamine intent to deliver,Drug Trafficking
transport cocaine intent to sell,Drug Trafficking
possess drug intention to distribute,Drug Trafficking
distributing marijuana,Drug Trafficking
transport cocaine intent to trade,Drug Trafficking
selling of fentanyl,Drug Trafficking
arrested for transport of meth,Drug Trafficking
trafficking illegal substance,Drug Trafficking
drugs for sale,Drug Trafficking
transporting crack cocaine,Drug Trafficking
planning to sell crack cocaine for profit,Drug Trafficking
under suspicion of having methamphetamine for sale,Drug Trafficking
crack cocaine for sale,Drug Trafficking
possession of drugs with intent,Drug Trafficking
selling marijana by the busy area,Drug Trafficking
accused of dealing in marijuana,Drug Trafficking
distributing cocaine,Drug Trafficking
under suspicion of marijana dealing,Drug Trafficking
delivery of cocaine,Drug Trafficking
trafficking cannabis,Drug Trafficking
accused of manufacturing narcotic drug,Drug Trafficking
drug for sale,Drug Trafficking
accused of making marijana for sale,Drug Trafficking
transporting marijana,Drug Trafficking
transport marijuana intent to deliver,Drug Trafficking
distributing marijuana,Drug Trafficking
accused of making marihuana for sale,Drug Trafficking
distributing marihuana,Drug Trafficking
delivery of cannabis,Drug Trafficking
carrying controlled substance with intention to deal,Drug Trafficking
charged with transport of drugs,Drug Trafficking
arrested for dealing in illegal substance,Drug Trafficking
trafficking marihuana,Drug Trafficking
accused of making methamphetamine for sale,Drug Trafficking
distributing controlled substance,Drug Trafficking
arrested for illegally smuggling illegal substance to sell on market,Drug Trafficking
carrying marihuana with intention to deal,Drug Trafficking
charged with having marijuana for sale,Drug Trafficking
transporting fentanyl,Drug Trafficking
possession of cocaine with intent to deal,Drug Trafficking
possession of marijana with intent,Drug Trafficking
under suspicion of transport of illegal substance,Drug Trafficking
delivery of heroin,Drug Trafficking
arrested for found with marijana for sale,Drug Trafficking
trafficking heroin,Drug Trafficking
trafficking cocaine,Drug Trafficking
planning to sell cocaine for profit,Drug Trafficking
possess crack cocaine intention to deliver,Drug Trafficking
found with heroin for sale,Drug Trafficking
possessing controlled substance for sale,Drug Trafficking
possession of marijuana with intent to deliver,Drug Trafficking
indicted for meth dealing,Drug Trafficking
indicted for found with meth for sale,Drug Trafficking
carrying marihuana with intention to deliver,Drug Trafficking
possession of cannabis with intent,Drug Trafficking
transporting cannabis,Drug Trafficking
carrying illegal substance with purpose to sell,Drug Trafficking
selling of heroin,Drug Trafficking
carrying opioid for sale at a town hall,Drug Trafficking
indicted for illegally smuggling methamphetamine to sell on market,Drug Trafficking
possession of methamphetamine with intent to distribute,Drug Trafficking
heroin for sale,Drug Trafficking
charged with drug dealing,Drug Trafficking
carrying marijana with intention to sell,Drug Trafficking
planning to sell illegal substance for profit,Drug Trafficking
arrested for transport of opioid,Drug Trafficking
charged with illegally smuggling illegal substance to sell on market,Drug Trafficking
possession of drug with intent,Drug Trafficking
carrying crack cocaine with intention to trade,Drug Trafficking
arrested for transport of heroin,Drug Trafficking
indicted for illegally smuggling meth to sell on market,Drug Trafficking
planning to sell marijuana for profit,Drug Trafficking
transporting opioid,Drug Trafficking
in possession of methamphetamine with purpose to deliver,Drug Trafficking
marijuana for delivery,Drug Trafficking
in possession of cocaine for sale,Drug Trafficking
arrested for making methamphetamine for sale,Drug Trafficking
planning to sell crack cocaine for profit,Drug Trafficking
carrying methamphetamine for sale at a school zone,Drug Trafficking
using marijana for sale,Drug Trafficking
planning to sell crack cocaine for profit,Drug Trafficking
trafficking controlled substance,Drug Trafficking
charged with illegally smuggling drug to sell on market,Drug Trafficking
carrying fentanyl with intention to deal,Drug Trafficking
arrested for manufacturing marihuana,Drug Trafficking
charged with transport of methamphetamine,Drug Trafficking
indicted for marihuana dealing,Drug Trafficking
indicted for illegally smuggling crack cocaine to sell on market,Drug Trafficking
transport cocaine intent to traffic,Drug Trafficking
